ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Who,Other - Who,Region,Other - Region,Date/Time,Security Presence,Other - Security Presence,Cleaning Evidence,Other - Cleaning Evidence,Signs-Assistance,Other - Signs-Assistance,Signs-Other,Other - Signs-Other,Flagging,Other - Flagging,Notes about this datum,x,y,Sign Category-Bin1,Sign Category Sentiment-Bin2,Sign Category Overall Sentiment-Bin 3,Signs Within Same Image,Post-Fire Period (Years)
334,6054ff28-54bc-424e-bb84-4447e5c4283a,56:56.2,sean.anderson_CSUCIGIS,56:56.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 21:55,,,,,,,Pro-Community,,,,Altadena Not For Sale,-118.1594215,34.17984095,Pro-Community Not For Sale,Pro-Community,positive,1,1
335,71ef979c-82e5-4951-ae7a-466282e28b3d,57:59.8,sean.anderson_CSUCIGIS,57:59.8,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 21:56,,,,,,,Pro-Community,,,,"Altadena Candle Light Vigil Jan 7, 2016",-118.1594078,34.17984433,Pro-Community Art & Memory,Pro-Community,positive,1,1
336,01c10559-6cc8-4071-91c0-7031f64b956b,59:46.2,sean.anderson_CSUCIGIS,59:46.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 21:58,,,,,other,Community Support Group,Pro-Community,,,,Rebuilding Together Monthly Support Group Info,-118.1593963,34.17983769,Pro-Community Psychology & Emotional Support,Pro-Community,positive,1,1
337,44e3f019-e3dd-4a4f-b031-419a69aef563,01:09.3,sean.anderson_CSUCIGIS,01:09.3,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 21:59,,,,,other,No-Cost Emotional Support Services,Pro-Community,,,,Aftercare Line Info,-118.1594056,34.17983167,Pro-Community Psychology & Emotional Support,Pro-Community,positive,1,1
338,bdd35c7f-3916-4a11-9c45-ebc0fdaa2785,02:32.7,sean.anderson_CSUCIGIS,36:48.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:01,,,,,,,other,Altadena Forever Run,,,Inaugural Eaton Fire Anniversary Run on Jan 4,-118.1593999,34.17983384,Pro-Community Celebration,Pro-Community,positive,1,1
339,39230afc-6b1e-4b80-864d-2e6f70c681ce,03:48.0,sean.anderson_CSUCIGIS,03:48.0,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:02,,,,,other,Therapists Support,,,,,Support Group for Therapists & Healers Displaced by the Altadena Fires,-118.1593897,34.17983308,Pro-Community Psychology & Emotional Support,Pro-Community,positive,1,1
340,9bc5b40c-739a-4fd0-97f4-601abeb9b94f,06:12.0,sean.anderson_CSUCIGIS,06:12.0,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:04,,,,,,,Pro-Community,,,,Altadena in folded hands art out front of Ferrazzani’s Restaurant,-118.1596165,34.17960186,Pro-Community Pride,Pro-Community,positive,1,1
341,feacc0d2-94b0-4040-aa04-b48a66f1ce87,09:32.2,sean.anderson_CSUCIGIS,09:32.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:06,,,,,,,Construction/Rebuilding,,,,Get Matches with Builders Billboard Sign,-118.1592934,34.18274359,Rebuilding-Construction Sign,Rebuilding,positive,1,1
342,0dd401c9-4e43-4a3f-a6d7-871169e9f2fb,11:28.5,sean.anderson_CSUCIGIS,11:28.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:09,,,,,,,Construction/Rebuilding,,,,,-118.1552789,34.18152407,Rebuilding-Construction Sign,Rebuilding,positive,1,1
343,8a2d28eb-53fb-44cf-8b39-eddf53d334d2,13:20.3,sean.anderson_CSUCIGIS,13:20.3,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:11,,,,,State,,,,,,Protect Yourself; Know Your Rights. Employers must follow Safety Rules (sign from CalOSHA),-118.1553254,34.18088011,Government-Rules,Clean-up Rules,neutral,1,1
344,d2694f80-0ee5-4aa0-8da6-4d334ca34e7b,14:58.1,sean.anderson_CSUCIGIS,14:58.1,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:13,,,,,Private_Sector-Clean-Up,,,,,,Phase 2 Clean-Up Resources,-118.1548366,34.18291559,Wildfire Resources,Resources,positive,1,1
345,a71c0651-de05-4bcf-9c79-b9a247d84c76,16:49.2,sean.anderson_CSUCIGIS,16:49.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:15,,,,,other,SoCal Edison Direct Claims Billboard,other,SoCal Edison Relief Fund,,,,-118.1504052,34.18310122,SoCal Edison Compensation Program,Compensation,positive,1,1
346,35b84f03-582f-48dd-8841-86afec6d3879,20:07.6,sean.anderson_CSUCIGIS,20:07.6,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:17,,,,,,,"Construction/Rebuilding,Pro-Community",,,,Build Back Altadena Delta Bay Construction,-118.1439043,34.18687317,Pro-Community & Rebuilding-Construction Sign,Pro-Community,positive,1,1
347,99dc0714-ded0-4fc5-8838-b42558f5e5d8,21:35.4,sean.anderson_CSUCIGIS,21:35.4,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:20,,,,,,,For_Sale-Ad,,,,Capitol Realestate Ad,-118.1435517,34.18751073,For Sale,Sale Offer,negative,1,1
348,38d60de1-a473-47ab-9e6b-b72cc0bcb7c2,22:26.6,sean.anderson_CSUCIGIS,22:26.6,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:21,,,,,,,Trespass_Warning,,,,Private Property No Trespassing,-118.1435612,34.18753916,Security-Stay Away,Security-Negative,negative,1,1
349,106cf07c-9554-4918-8598-533915f02952,23:25.6,sean.anderson_CSUCIGIS,23:25.6,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:22,,,,,,,Construction/Rebuilding,,,,,-118.1432565,34.1882575,Rebuilding-Construction Sign,Rebuilding,positive,1,1
350,ca0edb9f-0074-4669-8dd0-656ab89984f7,24:22.5,sean.anderson_CSUCIGIS,24:22.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:23,,,,,,,Pro-Community,,,,Altadena Not For Sale,-118.142699,34.18917844,Pro-Community Not For Sale,Pro-Community,positive,1,1
351,c2c48df9-1965-4784-aa0e-8ee10b217f9e,27:16.8,sean.anderson_CSUCIGIS,27:16.8,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:24,,,,,NGO,,Pro-Community,,,,Saving Altadena’s Trees For Tomorrow,-118.1416397,34.18883841,Pro-Environment,Pro-Environment,positive,1,1
352,298e7f72-d484-473b-8e34-66d3161ebca6,29:31.1,sean.anderson_CSUCIGIS,29:31.1,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:28,,,,,,,"Pro-Community,Critical_of_Gov't",,,,Altadena We Saved Ourselves West of Lake,-118.1398733,34.18813529,Pro-Community Saved Ourselves,Pro-Community,positive,1,1
353,0c3a0e3b-3ee7-40c1-9358-ce03f4c475bf,31:11.0,sean.anderson_CSUCIGIS,31:11.0,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:29,,,,,other,Tree Watering,Pro-Community,,,,Saving Altadena’s Trees For Tomorrow,-118.139982,34.18817285,Pro-Environment,Pro-Environment,positive,1,1
354,8c4ad53c-cbfb-4dcb-96de-2250cc53636f,31:47.0,sean.anderson_CSUCIGIS,31:47.0,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:31,,,,,,,Trespass_Warning,,,,,-118.1399872,34.1881646,Security-Stay Away,Security-Negative,negative,1,1
355,05ca0aa9-4195-42ae-bcaf-24dc4b72effa,33:18.6,sean.anderson_CSUCIGIS,33:18.6,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:32,,,,,,,Pro-Community,,,,California Ecology Arborists,-118.139849,34.18823244,Pro-Environment,Pro-Environment,positive,1,1
356,989d7978-4f44-4ddb-85a4-2caa856785a4,35:10.5,sean.anderson_CSUCIGIS,35:10.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:33,,,,,,,Pro-Community,,,,Altadena Wild-Protect Our Foothills,-118.1371519,34.18765218,Pro-Environment,Pro-Environment,positive,1,1
357,aca110fd-7f2b-4441-9f4d-01e1e224799f,37:45.7,sean.anderson_CSUCIGIS,37:45.7,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:36,,,,,,,other,Pro Trees,,,California Ecology Arborists,-118.1347773,34.19213594,Pro-Environment,Pro-Environment,positive,1,1
358,0630c670-ec57-4868-b06e-98569c63ebb0,38:40.0,sean.anderson_CSUCIGIS,38:40.0,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:37,,,,,,,Construction/Rebuilding,,,,Silver Mocasin Builders,-118.1337006,34.19298645,Rebuilding-Construction Sign,Rebuilding,positive,1,1
359,f41d3d0d-baa6-4f56-83cf-64f4f0f19a8e,39:54.5,sean.anderson_CSUCIGIS,39:54.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:38,,,,,,,Construction/Rebuilding,,,,We Dig Dena Gardzen Studio,-118.1331601,34.19277947,Rebuilding-Construction Sign,Rebuilding,positive,1,1
360,1e4f5376-b77e-4351-9797-c803d7341c47,40:48.5,sean.anderson_CSUCIGIS,40:48.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:40,,,,,,,Construction/Rebuilding,,,,,-118.1329585,34.19271422,Rebuilding-Construction Sign,Rebuilding,positive,1,1
361,c78fe712-4982-4123-aa92-b9b35b8738a8,51:14.5,sean.anderson_CSUCIGIS,51:14.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:50,,,,,,,,,Pink_Polkadots_Flag,,,-118.1328179,34.19268475,,,,,
362,99cd326b-807d-4256-b109-abbd52a295e1,54:18.7,sean.anderson_CSUCIGIS,54:18.7,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:53,,,,,,,Construction/Rebuilding,,,,EneBuilders,-118.1325093,34.19258863,Rebuilding-Construction Sign,Rebuilding,positive,1,1
363,f6a571c5-2ddf-4bad-86ce-217bc60b3532,55:32.8,sean.anderson_CSUCIGIS,55:32.8,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:54,,,,,,,Construction/Rebuilding,,,,Servants Construction,-118.1310777,34.19254189,Rebuilding-Construction Sign,Rebuilding,positive,1,1
364,25b37afa-31fb-40b0-bdf0-51cb799a996a,56:40.6,sean.anderson_CSUCIGIS,56:40.6,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:55,,,,,,,Pro-Community,,,,Saving Altadenas Trees,-118.1289637,34.19286122,Pro-Environment,Pro-Environment,positive,1,1
365,1964d824-511f-4ced-975b-b3f9662b03d6,57:27.3,sean.anderson_CSUCIGIS,57:27.3,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:56,,,,,,,For_Sale-Ad,,,,Eva Ln For Salr Sign,-118.1288006,34.19249574,For Sale,Sale Offer,negative,1,1
366,c499e493-cd00-49d4-b77a-687cb78a271a,58:25.7,sean.anderson_CSUCIGIS,58:25.7,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:57,,,,,,,Construction/Rebuilding,,,,MISM Construction,-118.1271417,34.1917412,Rebuilding-Construction Sign,Rebuilding,positive,1,1
367,6809aa44-5335-4cd8-bc02-963b58e09159,59:18.5,sean.anderson_CSUCIGIS,59:18.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:58,,,,,,,Pro-Community,,,,Saving Altadena’s At Risk Trees,-118.1256757,34.19179601,Pro-Environment,Pro-Environment,positive,1,1
368,5d7f0380-88e4-4167-96d4-d3a19e3d80ed,00:39.5,sean.anderson_CSUCIGIS,37:38.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 22:59,,,,,,,Construction/Rebuilding,,,,Timberline Builders,-118.1232817,34.19307758,Rebuilding-Construction Sign,Rebuilding,positive,1,1
369,e973f5bd-aeb1-4f05-bcf6-942057ef02ca,01:25.9,sean.anderson_CSUCIGIS,01:25.9,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:00,,,,,,,Pro-Community,,,,We Support Friends In Deed,-118.1235928,34.19311242,Pro-Community Homeless Support,Pro-Community,positive,1,1
370,649277f1-c15b-409d-9257-fc3009c31b0e,02:28.9,sean.anderson_CSUCIGIS,02:28.9,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:01,,,,,,,Construction/Rebuilding,,,,LA Structural,-118.1267697,34.19334015,Rebuilding-Construction Sign,Rebuilding,positive,1,1
371,c688ef67-246b-4848-a699-23086c40ab06,03:10.2,sean.anderson_CSUCIGIS,03:10.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:02,,,,,,,For_Sale-SOLD,,,,Teresa Fuller In Escrow,-118.1264706,34.19364019,For Sale,Sale Offer,negative,1,1
372,f0b30ec7-c136-4145-9326-6949e47b5731,04:59.0,sean.anderson_CSUCIGIS,04:59.0,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:03,,,,,,,Trespass_Warning,,Blue_Paint,,No Trespassing Sign,-118.1265533,34.19363201,Security-Stay Away,Security-Negative,negative,1,1
373,ffbf8a25-a6d3-4306-ad68-cb5d0dbc1047,06:08.5,sean.anderson_CSUCIGIS,06:08.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:05,,,,,,,"Pro-Community,Construction/Rebuilding",,,,"Rebuild Altadena Stronger, Safer",-118.1279802,34.19320146,Pro-Community Strong,Pro-Community,positive,1,1
374,15dd171f-fc1b-4f0a-a35f-81d832113335,07:47.2,sean.anderson_CSUCIGIS,07:47.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:06,,,,,other,Opt Out Property,,,,,This is An Opt Out Property. Architectural Preservation Only,-118.1278064,34.19316612,Rebuilding-Historic Preservation,Rebuilding,positive,1,1
375,1370d218-a963-4eda-ab68-2446b308d745,10:08.7,sean.anderson_CSUCIGIS,10:08.7,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:09,,,,,,,For_Sale-Ad,,,,,-118.1261803,34.19037198,For Sale,Sale Offer,negative,1,1
376,1cf65888-c46f-43f9-b691-026bc741431c,11:28.5,sean.anderson_CSUCIGIS,11:28.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:10,,,,,,,For_Sale-Ad,,,,Commercial Land For Sale,-118.1309794,34.19020574,For Sale,Sale Offer,negative,1,1
377,239f82fa-195b-465c-99f7-266dfca00f7e,12:31.3,sean.anderson_CSUCIGIS,12:31.3,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:11,,,,,,,Pro-Community,,,,Altadena Community Church We Will Rise Again,-118.1303088,34.19026741,Pro-Community Strong,Pro-Community,positive,1,1
378,b67d0149-714e-40e4-b871-72a6505ac22e,13:43.4,sean.anderson_CSUCIGIS,13:43.4,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:13,,,,,,,Pro-Community,,,,Altadena Not For Sale,-118.1314987,34.19231121,Pro-Community Not For Sale,Pro-Community,positive,1,1
379,e253abd8-1e16-4a90-8859-89fb5011aeaf,15:59.0,sean.anderson_CSUCIGIS,15:59.0,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:14,,,,,,,"Critical_of_Gov't,Pro-Community",,,,Altadena We Saved Ourselves South of Lake,-118.1348798,34.19508595,Pro-Community Saved Ourselves,Pro-Community,positive,1,1
380,c8c5a2e7-71bc-440b-96fe-75fd99fbd77a,16:38.1,sean.anderson_CSUCIGIS,16:38.1,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:16,Police,,,,,,,,,,LA County Sherriff Patrolling,-118.13573,34.19561375,,,,,
381,5187edd3-4179-41bf-beb8-49259a32e458,17:56.7,sean.anderson_CSUCIGIS,17:56.7,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:16,,,,,,,Pro-Community,,,,Let’s Keep Altadena Beautiful,-118.1354041,34.19607419,Pro-Community Pride,Pro-Community,positive,1,1
382,13aa67c4-47b7-4507-a015-59e4a3b080be,18:39.8,sean.anderson_CSUCIGIS,18:39.8,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:17,,,,,,,Pro-Community,,,,Altadena Not For Sale,-118.1347378,34.19711311,Pro-Community Not For Sale,Pro-Community,positive,1,1
383,ecfce92d-f4ff-402b-ade8-3e7f69597169,19:23.4,sean.anderson_CSUCIGIS,19:23.4,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:18,,,,,,,Trespass_Warning,,,,,-118.1359809,34.19785475,Security-Stay Away,Security-Negative,negative,1,1
384,6e60b491-b738-43c0-938b-895bf8af907f,22:06.2,sean.anderson_CSUCIGIS,22:06.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:19,,,,,,,"Construction/Rebuilding,Trespass_Warning",,,,,-118.1420577,34.20117628,Rebuilding-Construction Sign,Rebuilding,positive,1,1
385,5dc4d902-3928-4d25-8541-6c0894811967,22:57.5,sean.anderson_CSUCIGIS,22:57.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:22,,,,,,,Pro-Community,,,,Saving Altadenas At-Risk Trees,-118.1420679,34.20118683,Pro-Environment,Pro-Environment,positive,1,1
